Durusdinium15234	K08805
Durusdinium96152	K11883
Durusdinium96058	K02516
Durusdinium7218	K10455
Durusdinium50503	K10639
Durusdinium1275	K22066
Durusdinium61458	K06989
Durusdinium83652	K04515
Durusdinium33132	K24680
Durusdinium74545	K10380
Durusdinium743	K02985
Durusdinium55046	K10268
Durusdinium110379	K06942
Durusdinium61586	K11412
Durusdinium4348	K25166
Durusdinium72774	K01613
Durusdinium6492	K25426
Durusdinium4018	K05665
Durusdinium12529	K05016
Durusdinium52936	K23727
Durusdinium83122	K04841
Durusdinium5256	K07151
Durusdinium49483	K10589
Durusdinium24150	K14165
Durusdinium74429	K00128
Durusdinium2386	K10380
Durusdinium19040	K14994
Durusdinium2043	K02908
Durusdinium74346	K03686
Durusdinium1855	K11481
Durusdinium59804	K04840
Durusdinium25869	K13177
Durusdinium108335	K06573
Durusdinium60239	K08869
Durusdinium95310	K23565
Durusdinium3020	K23002
Durusdinium66187	K03676
Durusdinium40064	K06973
Durusdinium12292	K06176
Durusdinium76672	K16185
Durusdinium72327	K12607
Durusdinium5272	K14617
Durusdinium107928	K14007
Durusdinium2912	K04574
Durusdinium12452	K13207
Durusdinium51353	K03686
Durusdinium15115	K14413
Durusdinium63166	K01870
Durusdinium8019	K02945
Durusdinium59716	K19947
Durusdinium19243	K04561
Durusdinium14825	K04038
Durusdinium44815	K03243
Durusdinium20505	K05534
Durusdinium87	K10380
Durusdinium12734	K07376
Durusdinium73492	K06947
Durusdinium9018	K19360
Durusdinium113869	K22614
Durusdinium79549	K17493
Durusdinium12542	K20100
Durusdinium37962	K06204
Durusdinium13390	K12820
Durusdinium65420	K12856
Durusdinium11342	K00934
Durusdinium85256	K09628
Durusdinium58189	K21421
Durusdinium84678	K05917
Durusdinium63884	K16601
Durusdinium37229	K11157
Durusdinium49299	K12823
Durusdinium96458	K21805
Durusdinium11415	K01725
Durusdinium71898	K01735
Durusdinium25171	K01958
Durusdinium44190	K08900
Durusdinium108011	K10457
Durusdinium97127	K11153
Durusdinium55886	K06669
Durusdinium27415	K15115
Durusdinium102207	K08515
Durusdinium27350	K15503
Durusdinium51052	K10643
Durusdinium2741	K04986
Durusdinium84881	K11209
Durusdinium86639	K16726
Durusdinium109177	K07692
Durusdinium63992	K00030
Durusdinium2090	K01176
Durusdinium61069	K21734
Durusdinium83486	K23025
Durusdinium83088	K10380
Durusdinium45751	K07497
Durusdinium94873	K01784
Durusdinium13626	K19612
Durusdinium65019	K01915
Durusdinium19449	K01377
Durusdinium96066	K12860
Durusdinium109891	K01893
Durusdinium42080	K09592
Durusdinium49762	K17680
Durusdinium27899	K02906
Durusdinium2604	K02903
Durusdinium18717	K17964
Durusdinium13084	K04373
Durusdinium96773	K00476
Durusdinium38168	K11644
Durusdinium2498	K15104
Durusdinium23215	K03231
Durusdinium10243	K03696
Durusdinium1720	K04079
Durusdinium10239	K15710
Durusdinium107763	K04739
Durusdinium106845	K04039
Durusdinium95428	K00145
Durusdinium110481	K23025
Durusdinium75746	K00710
Durusdinium60716	K21440
Durusdinium38762	K03667
Durusdinium1401	K10251
Durusdinium85958	K04739
Durusdinium31894	K12856
Durusdinium112408	K02357
Durusdinium59917	K22762
Durusdinium85173	K04507
Durusdinium3896	K06240
Durusdinium11482	K02969
Durusdinium74258	K10359
Durusdinium31829	K22754
Durusdinium83768	K08796
Durusdinium85520	K06020
Durusdinium54878	K00175
Durusdinium49653	K14411
Durusdinium16058	K20607
Durusdinium6021	K00573
Durusdinium16260	K02966
Durusdinium97375	K15710
Durusdinium36490	K12567
Durusdinium88678	K01054
Durusdinium73333	K01191
Durusdinium36621	K01895
Durusdinium85321	K02145
Durusdinium93073	K10408
Durusdinium12366	K01128
Durusdinium69114	K10408
Durusdinium11716	K14379
Durusdinium9011	K10380
Durusdinium87105	K24468
Durusdinium528	K12460
Durusdinium61529	K08281
Durusdinium18170	K03022
Durusdinium85149	K04739
Durusdinium106783	K02134
Durusdinium2795	K06694
Durusdinium88139	K01695
Durusdinium6249	K01179
Durusdinium107671	K10703
Durusdinium73269	K03834
Durusdinium6684	K01187
Durusdinium17149	K16726
Durusdinium74880	K03979
Durusdinium3716	K04905
Durusdinium44457	K04615
Durusdinium10468	K24750
Durusdinium85411	K20495
Durusdinium3778	K05016
Durusdinium1283	K08908
Durusdinium53782	K02891
Durusdinium18499	K01408
Durusdinium12122	K03798
Durusdinium13029	K04936
Durusdinium881	K00939
Durusdinium97252	K09500
Durusdinium33508	K14427
Durusdinium9988	K07889
Durusdinium23346	K09680
Durusdinium53090	K11729
Durusdinium97923	K12604
Durusdinium55223	K00737
Durusdinium51473	K15102
Durusdinium71574	K06168
Durusdinium87784	K03113
Durusdinium7706	K10380
Durusdinium27461	K00852
Durusdinium60215	K13103
Durusdinium85750	K03635
Durusdinium2079	K15731
Durusdinium33631	K07562
Durusdinium17196	K02693
Durusdinium12899	K07809
Durusdinium87536	K02111
Durusdinium2205	K02716
Durusdinium85675	K04445
Durusdinium21092	K00850
Durusdinium7016	K00809
Durusdinium59763	K04460
Durusdinium105637	K21754
Durusdinium71811	K12373
Durusdinium73420	K24205
Durusdinium17951	K21989
Durusdinium45629	K03320
Durusdinium96117	K07968
Durusdinium7766	K19360
Durusdinium87442	K07146
Durusdinium25040	K04990
Durusdinium5428	K00898
Durusdinium53650	K04567
Durusdinium17113	K14641
Durusdinium64477	K07678
Durusdinium1770	K16582
Durusdinium11597	K10380
Durusdinium83710	K00710
Durusdinium98904	K22767
Durusdinium72289	K00476
Durusdinium75343	K10380
Durusdinium51371	K21804
Durusdinium4823	K20303
Durusdinium48842	K05906
Durusdinium98053	K18764
Durusdinium107139	K06147
Durusdinium74422	K09493
Durusdinium13440	K23538
Durusdinium14619	K21440
Durusdinium22756	K03686
Durusdinium108669	K16575
Durusdinium84620	K02945
Durusdinium71510	K01923
Durusdinium74393	K01210
Durusdinium86307	K15731
Durusdinium5088	K10380
Durusdinium9455	K04615
Durusdinium63867	K05644
Durusdinium13594	K23625
Durusdinium74937	K02183
Durusdinium22041	K12824
Durusdinium113631	K01517
Durusdinium94904	K00323
Durusdinium83919	K04072
Durusdinium17745	K01711
Durusdinium13132	K10407
Durusdinium72386	K00116
Durusdinium29931	K03438
Durusdinium60778	K23330
Durusdinium28049	K00962
Durusdinium49314	K04851
Durusdinium17207	K02358
Durusdinium45249	K01897
Durusdinium21845	K12348
Durusdinium24617	K24029
Durusdinium76570	K03235
Durusdinium97998	K23025
Durusdinium97673	K10380
Durusdinium98819	K01922
Durusdinium84931	K05916
Durusdinium2701	K00703
Durusdinium18740	K10380
Durusdinium48590	K12132
Durusdinium73051	K11187
Durusdinium111463	K11974
Durusdinium15429	K04461
Durusdinium55981	K14404
Durusdinium63533	K04854
Durusdinium76466	K08286
Durusdinium18445	K01610
Durusdinium22222	K04461
Durusdinium110403	K15261
Durusdinium96929	K23568
Durusdinium62599	K15210
Durusdinium24125	K21862
Durusdinium6325	K09649
Durusdinium30705	K21440
Durusdinium3949	K15078
Durusdinium18246	K15032
Durusdinium63832	K06674
Durusdinium75534	K03115
Durusdinium96499	K12166
Durusdinium107087	K00574
Durusdinium98668	K00558
Durusdinium99778	K03686
Durusdinium64109	K03164
Durusdinium40240	K07376
Durusdinium73679	K05681
Durusdinium77090	K05665
Durusdinium2419	K13698
Durusdinium73233	K06639
Durusdinium110384	K10573
Durusdinium60713	K03869
Durusdinium98871	K10704
Durusdinium108421	K01873
Durusdinium8471	K10860
Durusdinium49691	K17300
Durusdinium19087	K01735
Durusdinium73371	K09522
Durusdinium71501	K22614
Durusdinium99626	K16744
Durusdinium60885	K16911
Durusdinium23907	K09667
Durusdinium50622	K13750
Durusdinium14465	K10407
Durusdinium65569	K00232
Durusdinium13616	K17341
Durusdinium10041	K24764
Durusdinium85166	K22063
Durusdinium20365	K09584
Durusdinium72967	K00545
Durusdinium426	K10380
Durusdinium95753	K04688
Durusdinium17431	K14767
Durusdinium88839	K03017
Durusdinium1827	K08910
Durusdinium6157	K04712
Durusdinium72211	K01673
Durusdinium96256	K03681
Durusdinium17587	K18561
Durusdinium83806	K08850
Durusdinium18898	K12132
Durusdinium76686	K13341
Durusdinium1123	K01796
Durusdinium11279	K12339
Durusdinium5052	K26163
Durusdinium109815	K01465
Durusdinium95078	K21919
Durusdinium106818	K08840
Durusdinium60075	K22900
Durusdinium2553	K07427
Durusdinium111144	K24887
Durusdinium18353	K03321
Durusdinium96366	K04428
Durusdinium59781	K22757
Durusdinium25841	K22614
Durusdinium75044	K03644
Durusdinium1532	K23330
Durusdinium61296	K12818
Durusdinium83406	K24752
Durusdinium5365	K01204
Durusdinium113067	K15356
Durusdinium16272	K12492
Durusdinium72694	K01379
Durusdinium106598	K25443
Durusdinium62680	K07511
Durusdinium67086	K01079
Durusdinium98396	K04955
Durusdinium4839	K21850
Durusdinium24575	K00134
Durusdinium747	K03767
Durusdinium38115	K10356
Durusdinium53951	K01598
Durusdinium18670	K10408
Durusdinium98029	K10799
Durusdinium9664	K01015
Durusdinium25873	K21971
Durusdinium19793	K10380
Durusdinium78024	K04354
Durusdinium14036	K00485
Durusdinium29003	K19882
Durusdinium36863	K01012
Durusdinium76102	K03292
Durusdinium19275	K14424
Durusdinium96439	K10380
Durusdinium62106	K16276
Durusdinium66690	K03264
Durusdinium22130	K19730
Durusdinium30881	K09499
Durusdinium6038	K13026
Durusdinium5176	K00434
Durusdinium31580	K01358
Durusdinium23251	K01810
Durusdinium12008	K09595
Durusdinium1149	K04838
Durusdinium111759	K15542
Durusdinium86555	K10629
Durusdinium22267	K01103
Durusdinium94093	K01438
Durusdinium96330	K00972
Durusdinium30967	K09553
Durusdinium94969	K10408
Durusdinium14220	K18561
Durusdinium43469	K03695
Durusdinium19573	K02995
Durusdinium108586	K02115
Durusdinium95757	K05869
Durusdinium95572	K15665
Durusdinium92043	K15277
Durusdinium1848	K16777
Durusdinium42857	K08291
Durusdinium59897	K02371
Durusdinium9593	K01139
Durusdinium110979	K11411
Durusdinium17599	K13754
Durusdinium1910	K01673
Durusdinium48166	K26156
Durusdinium10203	K13124
Durusdinium16774	K10583
Durusdinium50118	K05849
Durusdinium103056	K05841
Durusdinium51308	K16914
Durusdinium46345	K14963
Durusdinium3994	K12613
Durusdinium76131	K18162
Durusdinium50437	K08189
Durusdinium23825	K01251
Durusdinium4571	K02084
Durusdinium26570	K20843
Durusdinium9463	K10581
Durusdinium49000	K10393
Durusdinium48585	K03217
Durusdinium52044	K09578
Durusdinium1996	K02900
Durusdinium23735	K14838
Durusdinium107322	K06694
Durusdinium5544	K01090
Durusdinium29588	K00860
Durusdinium21382	K14848
Durusdinium20569	K10380
Durusdinium102658	K12436
Durusdinium13475	K00700
Durusdinium72846	K13412
Durusdinium78937	K00726
Durusdinium4404	K24683
Durusdinium9163	K21435
Durusdinium89039	K05766
Durusdinium111870	K12734
Durusdinium56027	K05665
Durusdinium259	K04515
Durusdinium50230	K00766
Durusdinium49675	K10392
Durusdinium102721	K20068
Durusdinium31317	K07238
Durusdinium22002	K14349
Durusdinium6421	K04905
Durusdinium1195	K02938
Durusdinium18627	K10392
Durusdinium71773	K20222
Durusdinium26685	K22900
Durusdinium107529	K10380
Durusdinium12210	K20151
Durusdinium107999	K01740
Durusdinium23728	K15665
Durusdinium8954	K08582
Durusdinium683	K07374
Durusdinium76048	K18399
Durusdinium4987	K00850
Durusdinium96564	K08827
Durusdinium22	K12812
Durusdinium619	K09584
Durusdinium49491	K23544
Durusdinium115960	K02872
Durusdinium101509	K12816
Durusdinium51206	K13354
Durusdinium6069	K10370
Durusdinium4142	K12132
Durusdinium19105	K08857
Durusdinium99214	K10770
Durusdinium27714	K21572
Durusdinium84831	K13412
Durusdinium62236	K06173
Durusdinium71769	K10799
Durusdinium63927	K21625
Durusdinium21350	K07151
Durusdinium72639	K10380
Durusdinium75411	K14404
Durusdinium21641	K13348
Durusdinium84719	K01641
Durusdinium15906	K10380
Durusdinium15071	K16601
Durusdinium107355	K14454
Durusdinium28912	K06669
Durusdinium28870	K02867
Durusdinium113649	K01012
Durusdinium85021	K15259
Durusdinium13880	K11438
Durusdinium83545	K10380
Durusdinium110954	K05681
Durusdinium20826	K08798
Durusdinium6587	K23257
Durusdinium13956	K22372
Durusdinium7250	K10738
Durusdinium74568	K08794
Durusdinium62640	K00058
Durusdinium100116	K14016
Durusdinium72027	K10408
Durusdinium10754	K00031
Durusdinium11529	K04518
Durusdinium74849	K14753
Durusdinium9079	K02918
Durusdinium41640	K01626
Durusdinium24441	K01881
Durusdinium96185	K24473
Durusdinium28398	K13412
Durusdinium110049	K07937
Durusdinium34475	K16675
Durusdinium98167	K11518
Durusdinium31034	K24621
Durusdinium106751	K23288
Durusdinium109071	K12132
Durusdinium5981	K08855
Durusdinium104626	K13237
Durusdinium11878	K06180
Durusdinium11501	K00471
Durusdinium50251	K00658
Durusdinium25219	K03929
Durusdinium23275	K04851
Durusdinium8448	K15706
Durusdinium94959	K22763
Durusdinium50186	K09568
Durusdinium71474	K04771
Durusdinium14148	K06941
Durusdinium24942	K04955
Durusdinium51662	K01802
Durusdinium7777	K13217
Durusdinium20050	K05349
Durusdinium94648	K06636
Durusdinium49182	K19584
Durusdinium22018	K06173
Durusdinium61714	K17609
Durusdinium39768	K08776
Durusdinium10795	K19755
Durusdinium108677	K02318
Durusdinium107391	K08683
Durusdinium83364	K17535
Durusdinium84956	K06911
Durusdinium107643	K18183
Durusdinium59861	K15523
Durusdinium78484	K10359
Durusdinium13722	K16608
Durusdinium83418	K02945
Durusdinium60022	K09874
Durusdinium21116	K22745
Durusdinium15175	K07305
Durusdinium51978	K02183
Durusdinium97162	K06631
Durusdinium6927	K00485
Durusdinium48903	K00706
Durusdinium61764	K19684
Durusdinium106883	K07126
Durusdinium110476	K01669
Durusdinium62228	K15014
Durusdinium14877	K01673
Durusdinium73254	K04905
Durusdinium72566	K10615
Durusdinium60254	K17268
Durusdinium4155	K07299
Durusdinium75597	K18655
Durusdinium1325	K02986
Durusdinium9810	K10380
Durusdinium95499	K09553
Durusdinium16881	K10747
Durusdinium32528	K10356
Durusdinium48921	K02350
Durusdinium103005	K12479
Durusdinium5321	K01735
Durusdinium24091	K11418
Durusdinium21148	K03026
Durusdinium10025	K06949
Durusdinium22775	K05542
Durusdinium61206	K00249
Durusdinium22858	K10380
Durusdinium86910	K10860
Durusdinium7149	K13094
Durusdinium109331	K10380
Durusdinium85428	K03035
Durusdinium15055	K00545
Durusdinium4208	K13761
Durusdinium11003	K19219
Durusdinium2441	K00700
Durusdinium108535	K02685
Durusdinium60901	K14638
Durusdinium6730	K13210
Durusdinium32715	K11096
Durusdinium20598	K12888
Durusdinium83002	K04512
Durusdinium52779	K03259
Durusdinium24282	K19026
Durusdinium48409	K17608
Durusdinium73586	K00967
Durusdinium108197	K07767
Durusdinium18904	K03515
Durusdinium39505	K10405
Durusdinium71912	K02030
Durusdinium86196	K09874
Durusdinium14686	K07376
Durusdinium101989	K14566
Durusdinium6287	K10260
Durusdinium66932	K00864
Durusdinium4663	K23966
Durusdinium8543	K23625
Durusdinium52368	K00787
Durusdinium17647	K10380
Durusdinium66650	K24512
Durusdinium22668	K05929
Durusdinium6106	K20606
Durusdinium112470	K01652
Durusdinium53489	K21767
Durusdinium8766	K04841
Durusdinium62014	K10739
Durusdinium96637	K00108
Durusdinium83045	K22614
Durusdinium7354	K00264
Durusdinium94894	K08864
Durusdinium15479	K25440
Durusdinium2998	K03320
Durusdinium89193	K02880
Durusdinium26005	K11251
Durusdinium45336	K19477
Durusdinium70058	K25819
Durusdinium90994	K01887
Durusdinium84286	K02144
Durusdinium73104	K10380
Durusdinium29360	K13126
Durusdinium29743	K24816
Durusdinium60920	K19672
Durusdinium21066	K00993
Durusdinium17407	K07376
Durusdinium95295	K12231
Durusdinium82425	K00434
Durusdinium10017	K08151
Durusdinium45830	K10393
Durusdinium51027	K00164
Durusdinium99554	K12375
Durusdinium20287	K03438
Durusdinium72883	K06180
Durusdinium48391	K05630
Durusdinium94780	K03462
Durusdinium8107	K00814
Durusdinium15935	K04955
Durusdinium549	K01176
Durusdinium2896	K07944
Durusdinium10088	K08288
Durusdinium74452	K24945
Durusdinium62711	K03675
Durusdinium96033	K15119
Durusdinium48724	K03254
Durusdinium9649	K07890
Durusdinium49848	K25824
Durusdinium9700	K14648
Durusdinium88825	K12171
Durusdinium78098	K05756
Durusdinium10762	K18442
Durusdinium20863	K13071
Durusdinium59833	K14312
Durusdinium11730	K19041
Durusdinium7158	K00699
Durusdinium60779	K02835
Durusdinium61688	K01139
Durusdinium37997	K03062
Durusdinium98235	K11481
Durusdinium99319	K14018
Durusdinium106717	K01887
Durusdinium15457	K01379
Durusdinium51597	K09518
Durusdinium47791	K12815
Durusdinium107851	K01487
Durusdinium110939	K07514
Durusdinium18087	K10380
Durusdinium74903	K02988
Durusdinium85648	K17499
Durusdinium85959	K11662
Durusdinium12323	K16547
Durusdinium73270	K04988
Durusdinium77928	K14724
Durusdinium74810	K00908
Durusdinium7242	K03627
Durusdinium80570	K00027
Durusdinium27674	K12440
Durusdinium87115	K20242
Durusdinium23974	K18059
Durusdinium25519	K14079
Durusdinium22006	K06130
Durusdinium24595	K07018
Durusdinium50247	K08802
Durusdinium49590	K03327
Durusdinium6267	K07376
Durusdinium109311	K25547
Durusdinium23127	K09511
Durusdinium27298	K18059
Durusdinium96840	K10370
Durusdinium84858	K17508
Durusdinium10769	K03978
Durusdinium41475	K13886
Durusdinium13360	K10595
Durusdinium14372	K08857
Durusdinium74022	K23732
Durusdinium110464	K08151
Durusdinium17332	K13984
Durusdinium12746	K13412
Durusdinium76533	K00240
Durusdinium73760	K10380
Durusdinium5235	K03234
Durusdinium48414	K03524
Durusdinium49234	K13448
Durusdinium19151	K10380
Durusdinium93007	K22282
Durusdinium75106	K09660
Durusdinium46238	K03348
Durusdinium111198	K04082
Durusdinium48795	K13412
Durusdinium13420	K03549
Durusdinium51312	K03246
Durusdinium4106	K10523
Durusdinium8440	K21552
Durusdinium11015	K16726
Durusdinium83420	K10594
Durusdinium96590	K12483
Durusdinium8385	K15276
Durusdinium76818	K03869
Durusdinium492	K00058
Durusdinium43779	K05662
Durusdinium86674	K03798
Durusdinium76367	K02519
Durusdinium35172	K02256
Durusdinium48429	K00919
Durusdinium60631	K03777
Durusdinium59720	K01802
Durusdinium6194	K17943
Durusdinium94970	K04854
Durusdinium79223	K01555
Durusdinium16636	K09990
Durusdinium73064	K04854
Durusdinium50929	K05012
Durusdinium109445	K01128
Durusdinium13234	K17506
Durusdinium61031	K14396
Durusdinium21578	K13291
Durusdinium40853	K09014
Durusdinium108410	K05681
Durusdinium5689	K11434
Durusdinium21932	K21814
Durusdinium64300	K08994
Durusdinium21729	K25395
Durusdinium89401	K02515
Durusdinium50702	K01807
Durusdinium4508	K15109
Durusdinium75006	K14557
Durusdinium92021	K00898
Durusdinium15954	K10380
Durusdinium39776	K23643
Durusdinium22507	K08869
Durusdinium8176	K05841
Durusdinium2114	K13412
Durusdinium29188	K23424
Durusdinium24503	K04905
Durusdinium38319	K20642
Durusdinium107565	K15272
Durusdinium8625	K21806
Durusdinium24409	K11971
Durusdinium2314	K24992
Durusdinium95411	K04739
Durusdinium9762	K10799
Durusdinium54158	K04708
Durusdinium96090	K02922
Durusdinium73060	K08342
Durusdinium9565	K13210
Durusdinium16898	K00898
Durusdinium99837	K08504
Durusdinium933	K00797
Durusdinium14867	K16289
Durusdinium18346	K17506
Durusdinium30143	K02371
Durusdinium48600	K08794
Durusdinium25278	K13754
Durusdinium20397	K03124
Durusdinium92662	K10400
Durusdinium12844	K24509
Durusdinium110278	K19953
Durusdinium16057	K15032
Durusdinium10318	K03424
Durusdinium10896	K04371
Durusdinium51703	K22763
Durusdinium65400	K05542
Durusdinium72206	K03292
Durusdinium86466	K14342
Durusdinium83585	K04990
Durusdinium40481	K24485
Durusdinium4667	K12132
Durusdinium6754	K13984
Durusdinium107481	K10683
Durusdinium9376	K22615
Durusdinium40194	K16780
Durusdinium41544	K16449
Durusdinium76031	K02949
Durusdinium86188	K14848
Durusdinium1740	K10392
Durusdinium26749	K15738
Durusdinium80226	K24185
Durusdinium42993	K08790
Durusdinium59871	K00871
Durusdinium60542	K13123
Durusdinium12772	K08292
Durusdinium14002	K00383
Durusdinium102711	K02259
Durusdinium98138	K02865
Durusdinium35094	K02219
Durusdinium49686	K10455
Durusdinium18124	K05681
Durusdinium60205	K02606
Durusdinium85139	K12306
Durusdinium15413	K06180
Durusdinium94705	K19525
Durusdinium83229	K08711
Durusdinium10386	K15450
Durusdinium18566	K00382
Durusdinium3685	K05740
Durusdinium15589	K10585
Durusdinium88795	K02935
Durusdinium60676	K15042
Durusdinium19845	K23628
Durusdinium85680	K12873
Durusdinium109389	K22390
Durusdinium51252	K05756
Durusdinium23024	K04043
Durusdinium108457	K11592
Durusdinium61154	K01803
Durusdinium20494	K15033
Durusdinium100546	K23490
Durusdinium74897	K10380
Durusdinium61020	K01951
Durusdinium72367	K16302
Durusdinium2823	K02971
Durusdinium86410	K04986
Durusdinium96056	K01265
Durusdinium75685	K10869
Durusdinium67606	K15423
Durusdinium67596	K24205
Durusdinium48566	K08829
Durusdinium108557	K02147
Durusdinium109371	K10380
Durusdinium14760	K10974
Durusdinium57513	K12401
Durusdinium83086	K04838
Durusdinium8833	K03327
Durusdinium42658	K01208
Durusdinium15836	K02088
Durusdinium6878	K14819
Durusdinium106618	K10418
Durusdinium2093	K10421
Durusdinium24295	K10799
Durusdinium246	K14326
Durusdinium15535	K05864
Durusdinium13104	K15449
Durusdinium32599	K03265
Durusdinium52239	K00845
Durusdinium4910	K14963
Durusdinium32204	K14553
Durusdinium96557	K08958
Durusdinium4589	K07376
Durusdinium14924	K24427
Durusdinium16711	K02874
Durusdinium95087	K02523
Durusdinium18652	K16471
Durusdinium25093	K22614
Durusdinium9064	K13420
Durusdinium75219	K08711
Durusdinium21246	K01354
Durusdinium17699	K07127
Durusdinium59949	K07056
Durusdinium22182	K15277
Durusdinium453	K02331
Durusdinium99156	K03043
Durusdinium52948	K03798
Durusdinium28687	K12309
Durusdinium9968	K06927
Durusdinium21906	K05340
Durusdinium79048	K10847
Durusdinium51358	K03347
Durusdinium74301	K23490
Durusdinium110631	K23789
Durusdinium8192	K25818
Durusdinium72902	K14826
Durusdinium48885	K08681
Durusdinium94915	K22614
Durusdinium83092	K09553
Durusdinium109538	K10586
Durusdinium112970	K24962
Durusdinium10523	K10644
Durusdinium827	K04838
Durusdinium70483	K14442
Durusdinium113038	K01738
Durusdinium51972	K04851
Durusdinium109616	K01609
Durusdinium25400	K08292
Durusdinium49251	K05546
Durusdinium50212	K04905
Durusdinium23523	K11717
Durusdinium95263	K24083
Durusdinium83483	K09458
Durusdinium88121	K12857
Durusdinium42906	K11494
Durusdinium107078	K00820
Durusdinium62085	K03281
Durusdinium99302	K11113
Durusdinium75606	K22685
Durusdinium116460	K00981
Durusdinium10804	K11407
Durusdinium44443	K00274
Durusdinium47755	K09660
Durusdinium2532	K10799
Durusdinium52614	K08057
Durusdinium62673	K15504
Durusdinium109608	K10380
Durusdinium106981	K15292
Durusdinium84000	K01834
Durusdinium7959	K11392
Durusdinium97965	K10364
Durusdinium12822	K10380
Durusdinium16547	K01176
Durusdinium86435	K10418
Durusdinium49900	K04892
Durusdinium18174	K19704
Durusdinium43120	K10357
Durusdinium14901	K03404
Durusdinium18100	K04851
Durusdinium25337	K08585
Durusdinium4973	K02183
Durusdinium52394	K02519
Durusdinium20337	K07560
Durusdinium49306	K24185
Durusdinium922	K01326
Durusdinium89296	K26157
Durusdinium4318	K05665
Durusdinium33316	K22063
Durusdinium19882	K08860
Durusdinium6024	K03798
Durusdinium8794	K00505
Durusdinium110876	K05309
Durusdinium59825	K17681
Durusdinium18439	K04958
Durusdinium111807	K16890
Durusdinium18529	K01076
Durusdinium11451	K08735
Durusdinium8218	K13037
Durusdinium83467	K13576
Durusdinium13848	K10297
Durusdinium22915	K22824
Durusdinium49086	K09647
Durusdinium6950	K24706
Durusdinium115649	K08794
Durusdinium11949	K06180
Durusdinium48849	K02895
Durusdinium129	K01834
Durusdinium67178	K03798
Durusdinium22875	K03429
Durusdinium27274	K01195
Durusdinium79758	K03021
Durusdinium50839	K13431
Durusdinium107318	K12311
Durusdinium71534	K12132
Durusdinium98094	K06269
Durusdinium71756	K17822
Durusdinium92244	K00804
Durusdinium36772	K23164
Durusdinium31837	K13979
Durusdinium61778	K07478
Durusdinium46	K03696
Durusdinium96347	K03033
Durusdinium24176	K20279
Durusdinium4234	K12818
Durusdinium59810	K04456
Durusdinium62650	K14545
Durusdinium1663	K14326
Durusdinium1422	K00799
Durusdinium25202	K08855
Durusdinium61565	K02575
Durusdinium43210	K00133
Durusdinium14441	K08333
Durusdinium109997	K16865
Durusdinium42523	K11188
Durusdinium13517	K03691
Durusdinium14063	K12823
Durusdinium84012	K02551
Durusdinium101583	K04078
Durusdinium60044	K05869
Durusdinium49095	K15664
Durusdinium2085	K07374
Durusdinium49570	K10418
Durusdinium8546	K12460
Durusdinium1170	K21919
Durusdinium2644	K02150
Durusdinium5141	K22857
Durusdinium95813	K10367
Durusdinium6234	K25442
Durusdinium9971	K04464
Durusdinium71737	K16889
Durusdinium109213	K01783
Durusdinium90567	K05850
Durusdinium96455	K14993
Durusdinium12805	K09571
Durusdinium74324	K10414
Durusdinium97506	K24220
Durusdinium5706	K25554
Durusdinium83056	K09422
Durusdinium109027	K08857
Durusdinium95240	K24413
Durusdinium8754	K12823
Durusdinium65432	K14004
Durusdinium94960	K04908
Durusdinium106970	K22686
Durusdinium8821	K01188
Durusdinium14557	K06530
Durusdinium21272	K07874
Durusdinium64043	K00059
Durusdinium45397	K08794
Durusdinium2383	K04842
Durusdinium48643	K01279
Durusdinium15452	K02327
Durusdinium5656	K03574
Durusdinium3536	K01179
Durusdinium20180	K06176
Durusdinium5922	K08193
Durusdinium8863	K01253
Durusdinium26164	K11968
Durusdinium9918	K04834
Durusdinium23676	K10380
Durusdinium11975	K08848
Durusdinium98293	K14819
Durusdinium83387	K13806
Durusdinium68755	K20665
Durusdinium2563	K13412
Durusdinium3484	K04421
Durusdinium23154	K12231
Durusdinium2373	K22372
Durusdinium3420	K08151
Durusdinium7926	K04515
Durusdinium99120	K00873
Durusdinium24691	K18417
Durusdinium8937	K17803
Durusdinium112716	K10358
Durusdinium15986	K13126
Durusdinium17335	K01613
Durusdinium107503	K20352
Durusdinium83553	K03083
Durusdinium40294	K10260
Durusdinium3402	K05643
Durusdinium373	K13293
Durusdinium1460	K02917
Durusdinium22534	K10380
Durusdinium50993	K20360
Durusdinium12619	K12176
Durusdinium48218	K03021
Durusdinium42432	K13750
Durusdinium108812	K19932
Durusdinium10882	K15032
Durusdinium86427	K10358
Durusdinium106731	K07755
Durusdinium7161	K10406
Durusdinium17771	K10407
Durusdinium27545	K11417
Durusdinium84030	K09531
Durusdinium6472	K00472
Durusdinium25379	K21064
Durusdinium84990	K09420
Durusdinium107080	K05841
Durusdinium23113	K18764
Durusdinium98549	K05275
Durusdinium27003	K03022
Durusdinium10178	K09512
Durusdinium3859	K10405
Durusdinium42726	K10357
Durusdinium16550	K13412
Durusdinium7505	K12375
Durusdinium32125	K06180
Durusdinium20091	K10356
Durusdinium107344	K04905
Durusdinium71571	K09667
Durusdinium11275	K19360
Durusdinium83507	K17065
Durusdinium15379	K10591
Durusdinium1433	K00889
Durusdinium108312	K14501
Durusdinium12641	K06877
Durusdinium63604	K07263
Durusdinium51495	K09495
Durusdinium21285	K03178
Durusdinium11164	K00898
Durusdinium87372	K04975
Durusdinium18374	K08794
Durusdinium21201	K14157
Durusdinium62343	K10799
Durusdinium43056	K00381
