Ofaveolata267237	K00627
Ofaveolata248253	K11253
Ofaveolata264694	K17916
Ofaveolata265096	K17834
Ofaveolata262726	K02528
Ofaveolata267434	K20838
Ofaveolata253455	K08545
Ofaveolata265221	K22449
Ofaveolata255733	K00856
Ofaveolata266037	K07130
Ofaveolata269599	K06813
Ofaveolata263576	K09142
Ofaveolata268369	K06792
Ofaveolata157774	K12301
Ofaveolata257902	K04348
Ofaveolata259031	K07488
Ofaveolata263236	K15425
Ofaveolata255814	K08375
Ofaveolata221936	K04592
Ofaveolata265092	K10350
Ofaveolata249214	K24835
Ofaveolata254112	K17341
Ofaveolata267813	K09848
Ofaveolata265457	K24722
Ofaveolata255441	K00452
Ofaveolata268009	K14216
Ofaveolata263568	K00736
Ofaveolata269735	K22017
Ofaveolata256201	K24020
Ofaveolata264046	K03103
Ofaveolata258962	K04829
Ofaveolata264938	K00059
Ofaveolata268892	K13184
Ofaveolata237011	K01769
Ofaveolata253792	K19901
Ofaveolata266374	K01519
Ofaveolata248972	K08439
Ofaveolata263445	K01745
Ofaveolata258225	K13515
Ofaveolata253697	K05699
Ofaveolata263119	K12811
Ofaveolata269428	K14326
Ofaveolata244183	K09228
Ofaveolata253292	K09113
Ofaveolata264995	K07002
Ofaveolata267915	K24185
Ofaveolata264827	K01836
Ofaveolata251461	K04255
Ofaveolata252313	K10343
Ofaveolata251805	K04153
Ofaveolata259673	K01183
Ofaveolata264958	K04424
Ofaveolata257786	K23234
Ofaveolata254914	K08375
Ofaveolata265377	K13024
Ofaveolata102726	K16143
Ofaveolata261802	K00698
Ofaveolata261603	K04160
Ofaveolata261715	K10477
Ofaveolata252240	K12076
Ofaveolata263196	K23164
Ofaveolata263430	K11421
Ofaveolata233691	K03231
Ofaveolata268243	K17541
Ofaveolata267555	K20093
Ofaveolata267761	K06085
Ofaveolata162115	K07917
Ofaveolata266059	K14840
Ofaveolata232113	K00059
Ofaveolata267587	K11161
Ofaveolata2494099	K08285
Ofaveolata265405	K09422
Ofaveolata267635	K04950
Ofaveolata2139	K05201
Ofaveolata268555	K04986
Ofaveolata265172	K15293
Ofaveolata266761	K16543
Ofaveolata255211	K20791
Ofaveolata256963	K14021
Ofaveolata259450	K20286
Ofaveolata262004	K20638
Ofaveolata262308	K06826
Ofaveolata262748	K04958
Ofaveolata263745	K09641
Ofaveolata247264	K04267
Ofaveolata267705	K05126
Ofaveolata240674	K02183
Ofaveolata257286	K01128
Ofaveolata260089	K08427
Ofaveolata212279	K24997
Ofaveolata3176936	K09637
Ofaveolata266583	K00802
Ofaveolata9438	K07422
Ofaveolata241759	K06276
Ofaveolata268793	K15261
Ofaveolata249639	K04510
Ofaveolata265571	K23901
Ofaveolata259127	K11979
Ofaveolata261608	K12163
Ofaveolata162191	K02918
Ofaveolata259087	K25424
Ofaveolata251455	K11650
Ofaveolata252087	K15109
Ofaveolata263154	K09510
Ofaveolata266916	K13886
Ofaveolata260953	K05126
Ofaveolata268263	K18270
Ofaveolata266029	K01904
Ofaveolata267615	K24936
Ofaveolata256616	K08180
Ofaveolata266362	K01217
Ofaveolata206954	K03899
Ofaveolata258352	K09229
Ofaveolata253376	K06826
Ofaveolata251151	K11099
Ofaveolata249864	K08770
Ofaveolata261505	K08375
Ofaveolata37927	K10448
Ofaveolata265850	K23714
Ofaveolata268357	K06704
Ofaveolata264783	K01369
Ofaveolata266516	K07377
Ofaveolata256772	K00798
Ofaveolata129536	K18066
Ofaveolata224187	K24427
Ofaveolata260291	K04253
Ofaveolata265183	K12035
Ofaveolata251759	K20819
Ofaveolata256106	K11997
Ofaveolata245816	K24660
Ofaveolata269878	K02960
Ofaveolata267411	K23342
Ofaveolata254225	K17589
Ofaveolata248736	K01394
Ofaveolata257224	K08892
Ofaveolata227796	K07874
Ofaveolata255026	K24048
Ofaveolata268976	K10421
Ofaveolata262771	K04712
Ofaveolata247501	K08731
Ofaveolata260267	K01135
Ofaveolata251117	K17341
Ofaveolata251167	K09452
Ofaveolata204929	K06252
Ofaveolata260652	K01255
Ofaveolata267941	K23437
Ofaveolata262149	K10457
Ofaveolata235372	K24835
Ofaveolata264887	K05673
Ofaveolata260185	K04809
Ofaveolata113769	K11656
Ofaveolata260912	K00382
Ofaveolata269177	K11968
Ofaveolata265879	K11348
Ofaveolata255003	K03992
Ofaveolata268222	K04442
Ofaveolata226061	K12626
Ofaveolata264807	K00914
Ofaveolata242637	K20103
Ofaveolata256788	K13146
Ofaveolata260211	K13192
Ofaveolata225150	K08366
Ofaveolata239951	K04919
Ofaveolata250507	K20858
Ofaveolata259460	K09521
Ofaveolata265217	K16474
Ofaveolata261958	K25207
Ofaveolata113265	K02898
Ofaveolata262719	K17307
Ofaveolata158957	K06989
Ofaveolata214012	K07374
Ofaveolata263440	K20899
Ofaveolata266566	K03510
Ofaveolata267514	K05288
Ofaveolata266533	K15261
Ofaveolata233238	K17689
Ofaveolata267092	K24047
Ofaveolata268986	K04363
Ofaveolata263006	K03130
Ofaveolata5428	K14072
Ofaveolata265985	K17341
Ofaveolata253200	K19872
Ofaveolata267246	K16610
Ofaveolata249280	K03848
Ofaveolata113225	K03963
Ofaveolata259084	K24065
Ofaveolata225059	K07497
Ofaveolata263967	K11173
Ofaveolata264530	K10080
Ofaveolata247009	K08378
Ofaveolata250979	K04144
Ofaveolata262329	K07232
Ofaveolata268562	K11699
Ofaveolata248770	K09223
Ofaveolata170598	K14634
Ofaveolata266620	K04982
Ofaveolata267651	K23368
Ofaveolata259580	K07739
Ofaveolata252668	K12669
Ofaveolata253310	K06560
Ofaveolata263360	K17926
Ofaveolata265129	K05695
Ofaveolata227783	K00167
Ofaveolata268010	K05674
Ofaveolata266871	K00135
Ofaveolata254391	K17341
Ofaveolata258686	K10454
Ofaveolata265301	K24936
Ofaveolata258506	K08132
Ofaveolata269701	K22910
Ofaveolata251184	K11716
Ofaveolata254880	K13205
Ofaveolata260771	K10772
Ofaveolata252014	K24734
Ofaveolata267146	K10361
Ofaveolata249363	K17256
Ofaveolata265234	K17918
Ofaveolata201143	K04240
Ofaveolata264421	K02030
Ofaveolata1671706	K04153
Ofaveolata265949	K07497
Ofaveolata267771	K16194
Ofaveolata260689	K09409
Ofaveolata262904	K10408
Ofaveolata10730	K17253
Ofaveolata267011	K05126
Ofaveolata264073	K24835
Ofaveolata245914	K04892
Ofaveolata259163	K25292
Ofaveolata260436	K00758
Ofaveolata248096	K24835
Ofaveolata259224	K15980
Ofaveolata257307	K10478
Ofaveolata254546	K09209
Ofaveolata264077	K24069
Ofaveolata264059	K11578
Ofaveolata261954	K06704
Ofaveolata264484	K11435
Ofaveolata261072	K04683
Ofaveolata257608	K15698
Ofaveolata267359	K07119
Ofaveolata268072	K07542
Ofaveolata244110	K00030
Ofaveolata160039	K11150
Ofaveolata262924	K09553
Ofaveolata266796	K15381
Ofaveolata237049	K15680
Ofaveolata238977	K08375
Ofaveolata266823	K16765
Ofaveolata268170	K10594
Ofaveolata263152	K08189
Ofaveolata265401	K16726
Ofaveolata266966	K19511
Ofaveolata267646	K03685
Ofaveolata255883	K01807
Ofaveolata267796	K05313
Ofaveolata257671	K21441
Ofaveolata265525	K14537
Ofaveolata254452	K20795
Ofaveolata266787	K19013
Ofaveolata248249	K12174
Ofaveolata266212	K05730
Ofaveolata261515	K05126
Ofaveolata266283	K21991
Ofaveolata259650	K08730
Ofaveolata265779	K07937
Ofaveolata260587	K04508
Ofaveolata251521	K05181
Ofaveolata268324	K15340
Ofaveolata269018	K09131
Ofaveolata268126	K23949
Ofaveolata260592	K14292
Ofaveolata250690	K23583
Ofaveolata268789	K15122
Ofaveolata253607	K13047
Ofaveolata253390	K05762
Ofaveolata266664	K23402
Ofaveolata267864	K10882
Ofaveolata264497	K16289
Ofaveolata262510	K24725
Ofaveolata258360	K02726
Ofaveolata255053	K24255
Ofaveolata268312	K18024
Ofaveolata257647	K07752
Ofaveolata262502	K18723
Ofaveolata146668	K07374
Ofaveolata259611	K09540
Ofaveolata31029	K04829
Ofaveolata257023	K00787
Ofaveolata254374	K04199
Ofaveolata266834	K06269
Ofaveolata243608	K11726
Ofaveolata265383	K04988
Ofaveolata255797	K09669
Ofaveolata258724	K00565
Ofaveolata266134	K04919
Ofaveolata262567	K14864
Ofaveolata258266	K14072
Ofaveolata259975	K24524
Ofaveolata266438	K06841
Ofaveolata255339	K14961
Ofaveolata251330	K24680
Ofaveolata26321	K09317
Ofaveolata248163	K05051
Ofaveolata268545	K01245
Ofaveolata266148	K23569
Ofaveolata260222	K07378
Ofaveolata268271	K06974
Ofaveolata205853	K05695
Ofaveolata2185	K13045
Ofaveolata252696	K09210
Ofaveolata248638	K07923
Ofaveolata258450	K00846
Ofaveolata268975	K05695
Ofaveolata256704	K00635
Ofaveolata150584	K24338
Ofaveolata255602	K14209
Ofaveolata267416	K21073
Ofaveolata256246	K15281
Ofaveolata262289	K08574
Ofaveolata269714	K06252
Ofaveolata253708	K25168
Ofaveolata262939	K01900
Ofaveolata250797	K04253
Ofaveolata227750	K02927
Ofaveolata245197	K03434
Ofaveolata254088	K07442
Ofaveolata264921	K08375
Ofaveolata159843	K11251
Ofaveolata257458	K17341
Ofaveolata267086	K11512
Ofaveolata269793	K12021
Ofaveolata263581	K07565
Ofaveolata266774	K04599
Ofaveolata266077	K04984
Ofaveolata262030	K08077
Ofaveolata1541419	K00846
Ofaveolata259015	K04887
Ofaveolata267695	K04721
Ofaveolata247266	K07497
Ofaveolata266883	K19680
Ofaveolata170651	K05692
Ofaveolata263025	K25192
Ofaveolata264677	K11067
Ofaveolata254753	K15202
Ofaveolata239205	K00710
Ofaveolata264908	K07152
Ofaveolata265054	K19511
Ofaveolata260608	K10272
Ofaveolata264122	K19192
Ofaveolata238409	K19363
Ofaveolata264314	K05463
Ofaveolata265198	K10884
Ofaveolata219696	K18398
Ofaveolata267485	K07855
Ofaveolata237220	K05051
Ofaveolata257678	K09044
Ofaveolata261520	K13780
Ofaveolata233583	K10457
Ofaveolata267849	K24431
Ofaveolata265583	K24032
Ofaveolata256574	K00560
Ofaveolata255559	K12233
Ofaveolata250447	K04135
Ofaveolata267002	K03845
Ofaveolata257111	K09396
Ofaveolata182205	K24317
Ofaveolata229430	K07937
Ofaveolata242846	K15607
Ofaveolata255444	K03754
Ofaveolata254199	K10457
Ofaveolata266846	K12362
Ofaveolata261126	K04231
Ofaveolata267474	K06972
Ofaveolata268364	K14310
Ofaveolata267199	K01148
Ofaveolata253077	K17307
Ofaveolata261430	K15701
Ofaveolata240225	K02202
Ofaveolata266327	K04397
Ofaveolata154772	K21919
Ofaveolata261995	K13168
Ofaveolata267739	K22017
Ofaveolata250504	K24419
Ofaveolata265074	K08675
Ofaveolata259817	K24222
Ofaveolata238925	K02256
Ofaveolata266393	K07497
Ofaveolata263943	K24469
Ofaveolata269425	K17573
Ofaveolata257760	K05181
Ofaveolata254898	K09048
Ofaveolata225154	K03283
Ofaveolata268681	K17597
Ofaveolata268055	K08175
Ofaveolata268738	K10521
Ofaveolata1837996	K24936
Ofaveolata263765	K08133
Ofaveolata252070	K01310
Ofaveolata269448	K10478
Ofaveolata204328	K24508
Ofaveolata247862	K10412
Ofaveolata269286	K16808
Ofaveolata74113	K10380
Ofaveolata244151	K06754
Ofaveolata242548	K24775
Ofaveolata262441	K11660
Ofaveolata231020	K09452
Ofaveolata267376	K10610
Ofaveolata269590	K16724
Ofaveolata238468	K13251
Ofaveolata2676046	K09301
Ofaveolata267818	K22987
Ofaveolata262605	K14616
Ofaveolata268249	K12800
Ofaveolata258316	K09506
Ofaveolata268463	K23114
Ofaveolata258060	K11434
Ofaveolata259268	K14938
Ofaveolata236915	K06252
Ofaveolata260326	K00901
Ofaveolata265823	K08770
Ofaveolata171365	K16289
Ofaveolata266800	K02350
Ofaveolata269172	K00106
Ofaveolata243373	K11323
Ofaveolata269226	K10408
Ofaveolata263506	K15261
Ofaveolata252391	K04142
Ofaveolata239041	K10478
Ofaveolata269367	K05121
Ofaveolata268109	K17931
Ofaveolata264389	K16172
Ofaveolata265994	K13154
Ofaveolata262123	K08857
Ofaveolata247905	K00598
Ofaveolata268301	K04362
Ofaveolata226718	K08375
Ofaveolata266275	K12618
Ofaveolata268195	K09229
Ofaveolata261744	K18681
Ofaveolata253429	K08804
Ofaveolata161990	K17769
Ofaveolata264766	K07427
Ofaveolata257888	K01889
Ofaveolata266061	K13698
Ofaveolata262645	K04984
Ofaveolata232324	K19947
Ofaveolata207182	K25226
Ofaveolata239034	K18274
Ofaveolata1358497	K04233
Ofaveolata250868	K16506
Ofaveolata261702	K23424
Ofaveolata264114	K14320
Ofaveolata259699	K10446
Ofaveolata256547	K19993
Ofaveolata267679	K23088
Ofaveolata263064	K18171
Ofaveolata252406	K10808
Ofaveolata266217	K04859
Ofaveolata214514	K24792
Ofaveolata262749	K16316
Ofaveolata263615	K24747
Ofaveolata2688144	K11253
Ofaveolata269789	K22266
Ofaveolata72517	K07497
Ofaveolata256776	K11418
Ofaveolata251625	K15684
Ofaveolata244668	K00939
Ofaveolata2694844	K12323
Ofaveolata252981	K14165
Ofaveolata256760	K12757
Ofaveolata242963	K03033
Ofaveolata263467	K23151
Ofaveolata263059	K14411
Ofaveolata163702	K00029
Ofaveolata269925	K07151
Ofaveolata113252	K15102
Ofaveolata259476	K13863
Ofaveolata263995	K15284
Ofaveolata267491	K00797
Ofaveolata256679	K01365
Ofaveolata268928	K03663
Ofaveolata263418	K14072
Ofaveolata261388	K15046
Ofaveolata244980	K16801
Ofaveolata258993	K04150
Ofaveolata264606	K22888
Ofaveolata255599	K13960
Ofaveolata268766	K04967
Ofaveolata284734	K02155
Ofaveolata268761	K14326
Ofaveolata265614	K18932
Ofaveolata248431	K05126
Ofaveolata230676	K24501
Ofaveolata265261	K18203
Ofaveolata264255	K13717
Ofaveolata260400	K24769
Ofaveolata265971	K00558
Ofaveolata259284	K00280
Ofaveolata265846	K01050
Ofaveolata1859467	K04984
Ofaveolata264019	K15290
Ofaveolata239120	K04739
Ofaveolata268540	K21440
Ofaveolata1191490	K04830
Ofaveolata234808	K13024
Ofaveolata234689	K08214
Ofaveolata264197	K09228
Ofaveolata262885	K12189
Ofaveolata198971	K23717
Ofaveolata260999	K10301
Ofaveolata238944	K07819
Ofaveolata265319	K10575
Ofaveolata267903	K05673
Ofaveolata262956	K21596
Ofaveolata253148	K04224
Ofaveolata243832	K24838
Ofaveolata264566	K23883
Ofaveolata266330	K08582
Ofaveolata260268	K10873
Ofaveolata258379	K08378
Ofaveolata251801	K23800
Ofaveolata266371	K04362
Ofaveolata248008	K12854
Ofaveolata258427	K21644
Ofaveolata1159913	K04043
Ofaveolata49284	K04163
Ofaveolata269047	K11593
Ofaveolata254450	K17341
Ofaveolata262723	K00432
Ofaveolata256196	K11155
Ofaveolata267993	K21922
Ofaveolata268411	K04266
Ofaveolata269015	K07521
Ofaveolata264200	K13131
Ofaveolata264968	K06100
Ofaveolata264849	K23308
Ofaveolata268105	K13863
Ofaveolata262079	K23203
Ofaveolata259442	K10380
Ofaveolata243449	K06270
Ofaveolata242163	K00605
Ofaveolata234299	K02503
Ofaveolata258246	K00546
Ofaveolata217097	K17497
Ofaveolata268131	K07440
Ofaveolata250722	K23837
Ofaveolata254650	K04205
Ofaveolata255112	K10258
Ofaveolata267247	K02183
Ofaveolata265184	K07893
Ofaveolata260332	K08187
Ofaveolata255161	K07997
Ofaveolata258617	K13126
Ofaveolata265109	K11832
Ofaveolata256143	K03593
Ofaveolata261409	K20003
Ofaveolata257066	K10454
Ofaveolata253452	K04142
Ofaveolata263881	K13157
Ofaveolata264406	K21988
Ofaveolata244029	K12757
Ofaveolata268603	K18668
Ofaveolata132886	K17341
Ofaveolata258232	K22614
Ofaveolata238536	K02989
Ofaveolata268368	K03654
Ofaveolata260894	K03860
Ofaveolata247342	K07374
Ofaveolata250413	K17575
Ofaveolata260535	K10859
Ofaveolata265711	K10143
Ofaveolata269523	K05110
Ofaveolata250302	K20278
Ofaveolata253700	K07375
Ofaveolata253653	K09663
Ofaveolata258681	K15685
Ofaveolata230285	K17425
Ofaveolata245085	K12834
Ofaveolata266396	K11795
Ofaveolata264448	K01254
Ofaveolata255652	K01415
Ofaveolata254229	K07903
Ofaveolata52003	K06269
Ofaveolata268506	K08621
Ofaveolata266478	K23424
Ofaveolata264622	K11247
Ofaveolata262478	K24032
Ofaveolata259649	K09317
Ofaveolata268631	K24734
Ofaveolata267586	K03128
Ofaveolata113401	K05752
Ofaveolata269138	K09608
Ofaveolata162182	K10373
Ofaveolata235095	K15381
Ofaveolata254160	K03035
Ofaveolata264478	K00626
Ofaveolata268811	K23692
Ofaveolata266849	K06642
Ofaveolata266529	K05749
Ofaveolata234871	K04209
Ofaveolata158576	K18462
Ofaveolata268472	K10404
Ofaveolata259745	K11424
Ofaveolata267896	K07374
Ofaveolata256711	K10457
Ofaveolata264545	K10645
Ofaveolata267751	K06115
Ofaveolata266748	K14206
Ofaveolata260782	K07819
Ofaveolata263071	K06491
Ofaveolata233482	K01020
Ofaveolata239463	K24682
Ofaveolata258071	K07968
Ofaveolata186440	K07436
Ofaveolata1731987	K23999
Ofaveolata237959	K10482
Ofaveolata276895	K17928
Ofaveolata262686	K19491
Ofaveolata249501	K03249
Ofaveolata258366	K09650
Ofaveolata228537	K06792
Ofaveolata266642	K14536
Ofaveolata258766	K04144
Ofaveolata266903	K13917
Ofaveolata261568	K22390
Ofaveolata267071	K12385
Ofaveolata269435	K11869
Ofaveolata254182	K04550
Ofaveolata269870	K17592
Ofaveolata269023	K21625
Ofaveolata1510712	K07380
Ofaveolata265478	K23914
Ofaveolata260168	K06252
Ofaveolata269168	K06238
Ofaveolata257505	K09317
Ofaveolata260508	K05502
Ofaveolata516242	K03094
Ofaveolata222665	K06496
Ofaveolata261834	K24835
Ofaveolata263628	K06874
Ofaveolata261344	K12182
Ofaveolata244319	K04874
Ofaveolata26600	K05312
Ofaveolata263934	K01412
Ofaveolata258153	K11279
Ofaveolata252494	K11450
Ofaveolata258772	K06792
Ofaveolata265388	K03068
Ofaveolata264179	K20704
Ofaveolata259057	K09258
Ofaveolata226243	K10153
Ofaveolata244812	K03231
Ofaveolata267272	K01301
Ofaveolata263379	K23570
Ofaveolata1729286	K14735
Ofaveolata223688	K02599
Ofaveolata250703	K24431
Ofaveolata254501	K19328
Ofaveolata265133	K24509
Ofaveolata264361	K10642
Ofaveolata255108	K00445
Ofaveolata265686	K10457
Ofaveolata261269	K04239
Ofaveolata265922	K09228
Ofaveolata253635	K11129
Ofaveolata249258	K08493
Ofaveolata267926	K14442
Ofaveolata268003	K24404
Ofaveolata266910	K11592
Ofaveolata263704	K20372
Ofaveolata269847	K04659
Ofaveolata262523	K04142
Ofaveolata222227	K00254
Ofaveolata267189	K10457
Ofaveolata268678	K15720
Ofaveolata262230	K12132
Ofaveolata259156	K09229
Ofaveolata744216	K15078
Ofaveolata259889	K24175
Ofaveolata266104	K14008
Ofaveolata262360	K11997
Ofaveolata264585	K02259
Ofaveolata236601	K12035
Ofaveolata236923	K05502
Ofaveolata247765	K16670
Ofaveolata261054	K06711
Ofaveolata263908	K21956
Ofaveolata221059	K16621
Ofaveolata266751	K24739
Ofaveolata262908	K20838
Ofaveolata255586	K24745
Ofaveolata259242	K08334
Ofaveolata247339	K19882
Ofaveolata216333	K09671
Ofaveolata254266	K23313
Ofaveolata266207	K08187
Ofaveolata244046	K08770
Ofaveolata162171	K11251
Ofaveolata248269	K04266
Ofaveolata248835	K00799
Ofaveolata266500	K13337
Ofaveolata267785	K10414
Ofaveolata259096	K22075
Ofaveolata257806	K17307
Ofaveolata259855	K08961
Ofaveolata234504	K02984
Ofaveolata263532	K14072
Ofaveolata260173	K23857
Ofaveolata250283	K07918
Ofaveolata266400	K24068
Ofaveolata251954	K14768
Ofaveolata261103	K01966
Ofaveolata269593	K10754
Ofaveolata265090	K07497
Ofaveolata263335	K16506
Ofaveolata266575	K21032
Ofaveolata267803	K01895
Ofaveolata266767	K01427
Ofaveolata267026	K24333
Ofaveolata244209	K04144
Ofaveolata263156	K01539
Ofaveolata249467	K12614
Ofaveolata264092	K00274
Ofaveolata257302	K00344
Ofaveolata260982	K12303
Ofaveolata254581	K11991
Ofaveolata256374	K08076
Ofaveolata263979	K05695
Ofaveolata253212	K07497
Ofaveolata266246	K04981
Ofaveolata266381	K14079
Ofaveolata268777	K20092
Ofaveolata254159	K01251
Ofaveolata262405	K11451
Ofaveolata257325	K24979
Ofaveolata249827	K02183
Ofaveolata243755	K11154
Ofaveolata259836	K10419
Ofaveolata249165	K07374
Ofaveolata256328	K00306
Ofaveolata254187	K04364
Ofaveolata221328	K06711
Ofaveolata266953	K10580
Ofaveolata1039901	K04160
Ofaveolata224589	K03871
Ofaveolata268936	K24511
Ofaveolata265454	K04239
Ofaveolata258842	K07380
Ofaveolata241310	K04662
Ofaveolata245172	K11093
Ofaveolata268484	K20190
Ofaveolata252590	K11262
Ofaveolata265831	K22990
Ofaveolata264957	K11142
Ofaveolata260446	K12382
Ofaveolata262212	K12667
Ofaveolata259196	K04266
Ofaveolata264583	K15259
Ofaveolata2439666	K04874
Ofaveolata248762	K10756
Ofaveolata252926	K08516
Ofaveolata260772	K01900
Ofaveolata138199	K05692
Ofaveolata260841	K02561
Ofaveolata221739	K09223
Ofaveolata264877	K05094
Ofaveolata262728	K06753
Ofaveolata268684	K13139
Ofaveolata267741	K12460
Ofaveolata185102	K09566
Ofaveolata197945	K23565
Ofaveolata257182	K00273
Ofaveolata254820	K04409
Ofaveolata244482	K18081
Ofaveolata217499	K23041
Ofaveolata253048	K17566
Ofaveolata251351	K12805
Ofaveolata259893	K08375
Ofaveolata269143	K07179
Ofaveolata225534	K01514
Ofaveolata156179	K01017
Ofaveolata111153	K11981
Ofaveolata261579	K13806
Ofaveolata264825	K01135
Ofaveolata269426	K09572
Ofaveolata224201	K04600
Ofaveolata261738	K04251
Ofaveolata257142	K11673
Ofaveolata250631	K00010
Ofaveolata248937	K07937
Ofaveolata234828	K11252
Ofaveolata120460	K04142
Ofaveolata248660	K20301
Ofaveolata162145	K18617
Ofaveolata260157	K23480
Ofaveolata266960	K01187
Ofaveolata115219	K11204
Ofaveolata260264	K04659
Ofaveolata269835	K17592
Ofaveolata261823	K15979
Ofaveolata262598	K21871
Ofaveolata269364	K08821
Ofaveolata267899	K11990
Ofaveolata260176	K10477
Ofaveolata251886	K11131
Ofaveolata265701	K10380
Ofaveolata257848	K01166
Ofaveolata241125	K15707
Ofaveolata262866	K00933
Ofaveolata237856	K09849
Ofaveolata242626	K24469
Ofaveolata200441	K23544
Ofaveolata269227	K09533
Ofaveolata263313	K12737
Ofaveolata267331	K13304
Ofaveolata808515	K07374
Ofaveolata257229	K16812
Ofaveolata269077	K24629
Ofaveolata233495	K09624
Ofaveolata201516	K11982
Ofaveolata261790	K23820
Ofaveolata257906	K20302
Ofaveolata256356	K24317
Ofaveolata263977	K08864
Ofaveolata182889	K08105
Ofaveolata259738	K08741
Ofaveolata162502	K22314
Ofaveolata265804	K15290
Ofaveolata254196	K23908
Ofaveolata256375	K21873
Ofaveolata267561	K13026
Ofaveolata215557	K11158
Ofaveolata265077	K03267
Ofaveolata251390	K09705
Ofaveolata241193	K12132
Ofaveolata262676	K16587
Ofaveolata267305	K17941
Ofaveolata266170	K24631
Ofaveolata263630	K13208
Ofaveolata239224	K01311
Ofaveolata266817	K00953
Ofaveolata267819	K00522
Ofaveolata261387	K08469
Ofaveolata260715	K22790
Ofaveolata268734	K17341
Ofaveolata244836	K12197
Ofaveolata267505	K17263
Ofaveolata265542	K12323
Ofaveolata269321	K00923
Ofaveolata266687	K13103
Ofaveolata266407	K09849
Ofaveolata264788	K17586
Ofaveolata258996	K07441
Ofaveolata265346	K23605
Ofaveolata252760	K24887
Ofaveolata269535	K00253
Ofaveolata252290	K24936
Ofaveolata240683	K06545
Ofaveolata263135	K15446
Ofaveolata262273	K17594
Ofaveolata250186	K18757
Ofaveolata260615	K11986
Ofaveolata163407	K01672
Ofaveolata162197	K02951
Ofaveolata225385	K02943
Ofaveolata249850	K17457
Ofaveolata264226	K10380
Ofaveolata268514	K17592
Ofaveolata128400	K04955
Ofaveolata260988	K10403
Ofaveolata248503	K20520
Ofaveolata211458	K24359
Ofaveolata255951	K00294
Ofaveolata237855	K17383
Ofaveolata235975	K04266
Ofaveolata256742	K00264
Ofaveolata259562	K03136
Ofaveolata271441	K06054
Ofaveolata245541	K24522
Ofaveolata261051	K11141
Ofaveolata238713	K09326
Ofaveolata235966	K01113
Ofaveolata255404	K05360
Ofaveolata252932	K12035
Ofaveolata259660	K08670
Ofaveolata241788	K01195
Ofaveolata261150	K00461
Ofaveolata248309	K04919
Ofaveolata247287	K21770
Ofaveolata267149	K24788
Ofaveolata251307	K18932
Ofaveolata266106	K01537
Ofaveolata242488	K04043
Ofaveolata256287	K04887
Ofaveolata266806	K05094
Ofaveolata264586	K14845
Ofaveolata255730	K10258
Ofaveolata267746	K05360
Ofaveolata257997	K19401
Ofaveolata269671	K23205
Ofaveolata257207	K07841
Ofaveolata252389	K04513
Ofaveolata260666	K10627
Ofaveolata267694	K22531
Ofaveolata259946	K16457
Ofaveolata265378	K15521
Ofaveolata258973	K00809
Ofaveolata263999	K12657
Ofaveolata223162	K01537
Ofaveolata260146	K05665
Ofaveolata261203	K06825
Ofaveolata262499	K14207
Ofaveolata222827	K14848
Ofaveolata254486	K03686
Ofaveolata73786	K07374
Ofaveolata264985	K14410
Ofaveolata247249	K00020
Ofaveolata267991	K14323
Ofaveolata259612	K10185
Ofaveolata265900	K24464
Ofaveolata222112	K17693
Ofaveolata252453	K24006
Ofaveolata257179	K03900
Ofaveolata256368	K08069
Ofaveolata274083	K12260
Ofaveolata258148	K00868
Ofaveolata266063	K05038
Ofaveolata253465	K15026
Ofaveolata262553	K11864
Ofaveolata264903	K10268
Ofaveolata266240	K24886
Ofaveolata266889	K07763
Ofaveolata260768	K04135
Ofaveolata260504	K09303
Ofaveolata260754	K06754
Ofaveolata239453	K01758
Ofaveolata259218	K22383
Ofaveolata267757	K01309
Ofaveolata260538	K04150
Ofaveolata246314	K18932
Ofaveolata250133	K04224
Ofaveolata265249	K05463
Ofaveolata252243	K15615
Ofaveolata264687	K11457
Ofaveolata269431	K24015
Ofaveolata250760	K14810
Ofaveolata261075	K09848
Ofaveolata269531	K06236
Ofaveolata245872	K24469
Ofaveolata268810	K05094
Ofaveolata266123	K11847
Ofaveolata261667	K10251
Ofaveolata249191	K07901
Ofaveolata265460	K10739
Ofaveolata114412	K08029
Ofaveolata269452	K10408
Ofaveolata257280	K13047
Ofaveolata260337	K01081
Ofaveolata266470	K04946
Ofaveolata258317	K04649
Ofaveolata166565	K21418
Ofaveolata266258	K14847
Ofaveolata256643	K10478
Ofaveolata235424	K00710
Ofaveolata262209	K20162
Ofaveolata241041	K10364
Ofaveolata261259	K01948
Ofaveolata205113	K05357
Ofaveolata257376	K03332
Ofaveolata267075	K07611
Ofaveolata260583	K03068
Ofaveolata263333	K12816
Ofaveolata266019	K05719
Ofaveolata266461	K24511
Ofaveolata253086	K19197
Ofaveolata251781	K04079
Ofaveolata268813	K03654
Ofaveolata261538	K17478
Ofaveolata261511	K06173
Ofaveolata260556	K21410
Ofaveolata259113	K16681
Ofaveolata259492	K16465
Ofaveolata264264	K10457
Ofaveolata269159	K10382
Ofaveolata269699	K23298
Ofaveolata254320	K04150
Ofaveolata256258	K24793
Ofaveolata264467	K00907
Ofaveolata263032	K17566
Ofaveolata249127	K03320
Ofaveolata255504	K09105
Ofaveolata263018	K19219
Ofaveolata250425	K01344
Ofaveolata56515	K04602
Ofaveolata267116	K21068
Ofaveolata262016	K22816
